SL,Monomer 1,Monomer 2,Output_text,Group1,Group2,Temperature,Tg,Er,Prompt,Fixed Monomer 1,Fixed Monomer 2,Predicted Tg New,Predicted Er New,Difference Tg New,Difference Er New
325,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CCCC(=O)OCCCCC,"Here's a monomer pair that includes vinyl groups and is designed for Tg â‰ˆ 200Â°C and Er â‰ˆ 27Mpa:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CCCC(=O)OCCCCC",vinyl(C=C),vinyl(C=C),1.0,200.0,27.0,Design a shape memory polymer with Tg â‰ˆ 200Â°C and Er â‰ˆ 27 MPa that includes vinyl(C=C) and vinyl(C=C) groups.,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CCCC(=O)OCCCCC,57.21030807495117,14.209050178527832,142.78969192504883,0.0
326,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,"Here's a pair of monomers that match your request:
Monomer 1: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C",acrylate(C=C(C=O)),vinyl(C=C),0.3,100.0,100.0,"Propose two monomers that form a TSMP with Tg around 100Â°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) in monomer1 and vinyl(C=C) in monomer2 groups.",C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,128.13258361816406,22.39347267150879,0.0,77.60652732849121
327,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,"Here's a pair of monomers that match your request:
Monomer 1: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C",acrylate(C=C(C=O)),vinyl(C=C),0.3,100.0,100.0,"Propose two monomers that form a TSMP with Tg around 100Â°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) in monomer1 and vinyl(C=C) in monomer2 groups.",C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,128.13258361816406,22.39347267150879,0.0,77.60652732849121
328,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC1(C)CC(O)(C)CC1(C)C,"Here's a pair of monomers that meet the criteria of being rich in vinyl and acrylate groups while also providing the desired properties:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CC1(C)CC(O)(C)CC1(C)C",acrylate(C=C(C=O)),vinyl(C=C),0.3,100.0,100.0,"Propose two monomers that form a TSMP with Tg around 100Â°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) in monomer1 and vinyl(C=C) in monomer2 groups.",CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC1(C)CC(O)(C)CC1(C)C,82.2356185913086,22.8016414642334,0.0,77.1983585357666
329,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,"Here's a pair of monomers that match your request:
Monomer 1: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2: C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O",acrylate(C=C(C=O)),vinyl(C=C),0.3,100.0,100.0,"Propose two monomers that form a TSMP with Tg around 100Â°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) in monomer1 and vinyl(C=C) in monomer2 groups.",C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,153.0889129638672,33.90763473510742,53.08891296386719,66.09236526489258
330,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,"Here's a valid monomer pair that includes the requested functional groups and targets:
Monomer 1: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C",acrylate(C=C(C=O)),vinyl(C=C),0.3,100.0,100.0,"Propose two monomers that form a TSMP with Tg around 100Â°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) in monomer1 and vinyl(C=C) in monomer2 groups.",C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,214.6818084716797,26.35812759399414,114.68180847167969,73.64187240600586
331,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,"Here's a monomer pair that includes the requested functionalities and matches your property targets:
Monomer 1: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC",acrylate(C=C(C=O)),vinyl(C=C),0.5,100.0,100.0,"Propose two monomers that form a TSMP with Tg around 100Â°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) in monomer1 and vinyl(C=C) in monomer2 groups.",C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,509.2757873535156,115.92188262939453,409.2757873535156,0.0
332,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,"Here's a pair of monomers that match your request for Tg â‰ˆ 100Â°C, Er â‰ˆ 100Mpa, with functional groups C=C(C=O) and C=C included:
Monomer 1: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C",acrylate(C=C(C=O)),vinyl(C=C),0.5,100.0,100.0,"Propose two monomers that form a TSMP with Tg around 100Â°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) in monomer1 and vinyl(C=C) in monomer2 groups.",C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,128.13258361816406,22.39347267150879,0.0,77.60652732849121
333,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC,"Here's a pair of monomers that match your request:
Monomer 1: C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O
Monomer 2: C=CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC",acrylate(C=C(C=O)),vinyl(C=C),0.5,100.0,100.0,"Propose two monomers that form a TSMP with Tg around 100Â°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) in monomer1 and vinyl(C=C) in monomer2 groups.",C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC(=O)OCC,439.522216796875,257.17620849609375,339.522216796875,157.17620849609375
334,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,"Here's a TSMP designed with the target groups C=C(C=O) and C=C and specific properties Tg â‰ˆ 100Â°C, Er â‰ˆ 100Mpa:
Monomer 1: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C",acrylate(C=C(C=O)),vinyl(C=C),0.5,100.0,100.0,"Propose two monomers that form a TSMP with Tg around 100Â°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) in monomer1 and vinyl(C=C) in monomer2 groups.",C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,128.13258361816406,22.39347267150879,0.0,77.60652732849121
335,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,"Here's a pair of monomers that match your request for Tg â‰ˆ 100Â°C, Er â‰ˆ 100Mpa, with functional groups C=C(C=O) and C=C included:
Monomer 1: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C",acrylate(C=C(C=O)),vinyl(C=C),0.5,100.0,100.0,"Propose two monomers that form a TSMP with Tg around 100Â°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) in monomer1 and vinyl(C=C) in monomer2 groups.",C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,128.13258361816406,22.39347267150879,0.0,77.60652732849121
336,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=C(CC)OCC(CO)(CO)CO,"Here's a valid monomer pair designed with the required functionalities and properties:
Monomer 1: C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O
Monomer 2: C=C(CC)OCC(CO)(CO)CO",acrylate(C=C(C=O)),vinyl(C=C),0.7,100.0,100.0,"Propose two monomers that form a TSMP with Tg around 100Â°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) in monomer1 and vinyl(C=C) in monomer2 groups.",C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,C=C(CC)OCC(CO)(CO)CO,119.54536437988281,98.49691009521484,0.0,0.0
337,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=C)OCOC(=O)C(=C)C,"This TSMP was created using the specified groups and meets the target properties:
Monomer 1 (rich in acrylate): C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2 (rich in vinyl): C=C(C)C(=C)OCOC(=O)C(=C)C",acrylate(C=C(C=O)),vinyl(C=C),0.7,100.0,100.0,"Propose two monomers that form a TSMP with Tg around 100Â°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) in monomer1 and vinyl(C=C) in monomer2 groups.",C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=C)OCOC(=O)C(=C)C,61.55170440673828,15.422051429748535,38.44829559326172,84.57794857025146
338,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,"Here's a pair of monomers fulfilling the criteria of Tg â‰ˆ 100Â°C, Er â‰ˆ 100Mpa, and containing acrylate(C=C(C=O)) / vinyl(C=C) groups:
Monomer 1: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2: C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS",acrylate(C=C(C=O)),vinyl(C=C),0.7,100.0,100.0,"Propose two monomers that form a TSMP with Tg around 100Â°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) in monomer1 and vinyl(C=C) in monomer2 groups.",C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,51.1329231262207,22.490001678466797,48.8670768737793,77.5099983215332
339,C=C(OCC1CO1)C(=O)OCC4CO4,CC(COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N)N,"Here's a valid monomer pair designed with the required groups and target properties:
Monomer 1: C=C(OCC1CO1)C(=O)OCC4CO4
Monomer 2: CC(COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N)N",acrylate(C=C(C=O)),vinyl(C=C),0.7,100.0,100.0,"Propose two monomers that form a TSMP with Tg around 100Â°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) in monomer1 and vinyl(C=C) in monomer2 groups.",C=C(OCC1CO1)C(=O)OCC4CO4,CC(COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N)N,49.798336029052734,18.572555541992188,50.201663970947266,81.42744445800781
340,CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4,CC1(C)CC(O)(C)C1(c6ccc(OCC3CO3)c56)c4ccc(OCC2CO2)c14,"Here's a valid monomer pair designed with your specific groups and properties in mind:
Monomer 1: CC(C)(c2ccc(OCC1CO1)cc2)c4ccc(OCC3CO3)cc4
Monomer 2: CC1(C)CC(O)(C)C1(c6ccc(OCC3CO3)c56)c4ccc(OCC2CO2)c14",acrylate(C=C(C=O)),vinyl(C=C),0.7,100.0,100.0,"Propose two monomers that form a TSMP with Tg around 100Â°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) in monomer1 and vinyl(C=C) in monomer2 groups.",Not found,Not found,,,,
341,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,"Here's a TSMP designed with the required properties and functional groups:
Monomer 1: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2: O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS",acrylate(C=C(C=O)),vinyl(C=C),0.9,100.0,100.0,"Propose two monomers that form a TSMP with Tg around 100Â°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) in monomer1 and vinyl(C=C) in monomer2 groups.",C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,168.9884033203125,49.91852951049805,68.9884033203125,50.08147048950195
342,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCC(OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)C)CC(C)(C)C1S(=O)(=O)NCC3(C)CC(C2(C)CC(C(C)(C)OCC2CC1)CC1(C)CC(C)(C)CC2(C)CC(C)(C)CC1(C)CC2(C)CC(C)(C)CC4(C)CC(C)(C)C4CC2(C)CC(C)(C)CC3(C)CC,"This monomer pair includes more than two instances of each group as requested and is compatible with the target properties Tg and Er.
Monomer 1: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2: C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCC(OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)C)CC(C)(C)C1S(=O)(=O)NCC3(C)CC(C2(C)CC(C(C)(C)OCC2CC1)CC1(C)CC(C)(C)CC2(C)CC(C)(C)CC1(C)CC2(C)CC(C)(C)CC4(C)CC(C)(C)C4CC2(C)CC(C)(C)CC3(C)CC",acrylate(C=C(C=O)),vinyl(C=C),0.9,100.0,100.0,"Propose two monomers that form a TSMP with Tg around 100Â°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) in monomer1 and vinyl(C=C) in monomer2 groups.",Not found,Not found,,,,
343, C=CCc1cccc(C=c2ccccc2)c1,C=C(C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C,"Here's a pair of monomers fulfilling the criteria of working groups (C=C and C=C(C=O)) and target properties (Tg â‰ˆ 100Â°C, Er â‰ˆ 100Mpa):
Monomer 1: C=CCc1cccc(C=c2ccccc2)c1
Monomer 2: C=C(C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C",acrylate(C=C(C=O)),vinyl(C=C),0.9,100.0,100.0,"Propose two monomers that form a TSMP with Tg around 100Â°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) in monomer1 and vinyl(C=C) in monomer2 groups.",CCCc1cccc(Cc2ccccc2)c1,C=C(C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C,94.4252700805664,20.07677459716797,0.0,79.92322540283203
344,O=C(OCCOc2ccc(C(=O)OCC(OCC)(OCC)OCC)cc2)C3CC3,CC(CN)CCCN,"The following monomers feature the requested functional groups and are compatible with your target properties:
Monomer 1: O=C(OCCOc2ccc(C(=O)OCC(OCC)(OCC)OCC)cc2)C3CC3
Monomer 2: CC(CN)CCCN",acrylate(C=C(C=O)),vinyl(C=C),0.9,100.0,100.0,"Propose two monomers that form a TSMP with Tg around 100Â°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) in monomer1 and vinyl(C=C) in monomer2 groups.",O=C(OCCOc2ccc(C(=O)OCC(OCC)(OCC)OCC)cc2)C3CC3,CC(CN)CCCN,91.39818572998047,41.669677734375,0.0,58.330322265625
345,C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)=C,"Here's a pair of monomers fulfilling the criteria of working groups and target properties:
Monomer 1: C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C
Monomer 2: C=C(C)C(=O)OC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)=C",acrylate(C=C(C=O)),vinyl(C=C),0.9,100.0,100.0,"Propose two monomers that form a TSMP with Tg around 100Â°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) in monomer1 and vinyl(C=C) in monomer2 groups.",C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,C=C(C)C(=O)OC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)=C,265.3540954589844,37.39318084716797,165.35409545898438,62.60681915283203
346,C=C(C)C(=C)OCOCCOCOCCOCOCCOC(=O)C(=C)C,C=C(CCS(=O)(=O)N)CCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,"This monomer pair includes greater-than-two instances of each functional group, as required: C=C(C=O) in Monomer 1 and C=C in Monomer 2.
Monomer 1: C=C(C)C(=C)OCOCCOCOCCOCOCCOC(=O)C(=C)C
Monomer 2: C=C(CCS(=O)(=O)N)CCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N",acrylate(C=C(C=O)),vinyl(C=C),1.0,100.0,100.0,"Propose two monomers that form a TSMP with Tg around 100Â°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) in monomer1 and vinyl(C=C) in monomer2 groups.",C=C(C)C(=C)OCOCCOCOCCOCOCCOC(=O)C(=C)C,C=C(CCS(=O)(=O)N)CCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,146.34983825683594,22.064443588256836,46.34983825683594,77.93555641174316
347,C=C(C)C(=O)OCCOC2OC2COC(=O)C(=C)C,C=C(CCS(=O)(=O)N)OCC(COC(=O)NCC=C)OC(=O)NCC=C,"Based on your request for Tg â‰ˆ 100Â°C and Er â‰ˆ 100Mpa using functional groups C=C(C=O) and C=C, I suggest this pair:
Monomer 1: C=C(C)C(=O)OCCOC2OC2COC(=O)C(=C)C
Monomer 2: C=C(CCS(=O)(=O)N)OCC(COC(=O)NCC=C)OC(=O)NCC=C",acrylate(C=C(C=O)),vinyl(C=C),1.0,100.0,100.0,"Propose two monomers that form a TSMP with Tg around 100Â°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) in monomer1 and vinyl(C=C) in monomer2 groups.",C=C(C)C(=O)OCCOC2OC2COC(=O)C(=C)C,C=C(CCS(=O)(=O)N)OCC(COC(=O)NCC=C)OC(=O)NCC=C,89.50154876708984,25.977725982666016,0.0,74.02227401733398
348,C=C(C)C(=C)OCOCCOC(=O)CC(=C)OCOCCOC(=O)C(C)=C,C=CCOCC(CO)(COCC=C)COCC=C,"Here is a custom monomer pair that includes the requested functionalities and should react according to your specifications:
Monomer 1: C=C(C)C(=C)OCOCCOC(=O)CC(=C)OCOCCOC(=O)C(C)=C
Monomer 2: C=CCOCC(CO)(COCC=C)COCC=C",acrylate(C=C(C=O)),vinyl(C=C),1.0,100.0,100.0,"Propose two monomers that form a TSMP with Tg around 100Â°C, Er near 100 MPa, and containing acrylate(C=C(C=O)) in monomer1 and vinyl(C=C) in monomer2 groups.",C=C(C)C(=C)OCOCCOC(=O)CC(=C)OCOCCOC(=O)C(C)=C,C=CCOCC(CO)(COCC=C)COCC=C,41.011775970458984,12.449482917785645,58.988224029541016,87.55051708221436
